short_name,player_positions,overall,potential,wage_eur,age,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,release_clause_eur,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,value_eur
L. Varaldo,ST,61,73,2000,19,2023,Argentina,Right,3,2,1300000,64,65,45,58,23,63,34,64,60,53,64,56,46,39,39,60,64,64,61,52,74,73,65,60,70,59,48,19,57,50,67,56,18,22,14,10,9,13,11,5,0,775000
E. Gebreyesus,RW,61,82,1000,17,2025,Switzerland,Right,4,2,2900000,73,59,52,65,27,48,60,67,48,51,49,74,50,44,44,57,72,74,64,57,51,56,48,54,53,49,27,23,42,56,57,47,27,23,28,13,11,6,14,13,0,1000000
G. Manvelyan,"CAM, CM, CF",61,75,2000,19,2024,France,Right,4,2,2000000,73,59,60,67,32,32,56,59,28,63,53,67,58,59,62,68,78,69,71,41,72,62,42,26,31,63,37,22,51,56,51,64,26,46,34,14,11,13,13,5,0,775000
G. Amanda,"ST, RW, LW",61,67,2000,22,2023,Canada,Right,3,2,866000,72,60,48,60,20,59,53,62,54,55,49,58,36,31,33,61,69,74,63,57,67,64,66,54,66,56,44,17,59,47,59,54,17,15,17,7,8,9,7,12,0,525000
L. Škaričić,CB,61,77,500,19,2024,Croatia,Right,3,2,2300000,55,24,35,36,64,60,25,20,58,51,20,28,24,23,32,34,52,58,51,55,52,32,63,54,63,22,58,64,23,26,41,50,63,69,62,5,8,12,9,10,0,800000
L. Martinez,GK,61,72,800,19,2023,Argentina,Right,3,1,1000000,50,50,50,50,50,50,11,8,13,25,5,5,10,10,24,17,23,24,27,40,34,44,41,23,62,9,27,12,6,51,16,27,7,11,10,63,62,59,61,64,23,600000
F. Romero,"CDM, CM",61,73,2000,21,2023,Argentina,Right,3,2,1300000,63,50,58,62,56,59,55,42,60,67,40,63,45,41,60,64,66,60,58,57,72,66,57,71,52,52,64,50,56,51,54,46,53,60,64,13,13,6,9,10,0,775000
R. Capellini,CB,61,69,7000,21,2022,Italy,Right,3,2,0,62,34,44,44,63,60,31,28,64,58,29,43,36,29,42,37,57,66,47,54,58,47,69,57,62,33,55,64,32,40,42,55,62,65,61,11,10,12,14,11,0,700000
R. Savage,"CB, LB",61,75,3000,19,2025,England,Left,2,2,1800000,65,31,51,51,62,61,49,24,61,56,29,45,45,29,52,54,64,66,59,55,57,50,65,56,63,24,62,59,47,50,30,54,60,65,63,8,10,13,9,14,0,725000
Fromsa,"CB, CDM",61,71,950,20,2022,Spain,Right,3,2,1200000,71,33,46,47,61,60,34,28,61,62,35,37,34,22,56,55,74,68,50,56,61,46,64,57,62,30,60,54,26,33,40,55,60,67,61,10,8,12,13,9,0,675000
F. Ebosele,"LM, RM, RB",61,75,900,18,2022,Republic of Ireland,Right,3,2,1900000,88,40,45,67,52,70,60,42,44,40,33,68,44,36,38,62,89,87,83,53,77,40,72,76,71,34,60,52,60,47,37,50,50,55,53,5,12,15,14,6,0,750000
Ricardinho,"CAM, CM",61,67,1000,22,2025,Portugal,Right,2,2,1200000,66,49,59,67,38,51,59,45,40,63,54,68,53,45,61,69,63,68,58,60,69,59,54,41,58,42,46,24,59,56,53,61,48,36,43,5,13,5,11,9,0,525000
E. Terpiłowski,"ST, CAM, LM",61,75,1000,19,2022,Poland,Right,3,3,1500000,86,59,50,63,25,66,42,61,53,54,54,62,54,42,45,61,86,86,76,52,72,62,72,73,66,55,54,17,56,56,59,53,24,23,20,7,10,7,9,12,0,775000
S. Ben Seghir,RW,61,76,3000,18,2024,France,Right,4,2,1900000,70,63,55,67,28,36,63,65,37,60,51,74,68,72,41,61,73,67,65,51,78,71,56,47,32,55,27,28,46,40,66,45,22,29,30,6,6,13,5,11,0,750000
F. Álvarez,CB,61,76,500,17,2024,United States,Left,3,2,1600000,67,34,43,44,60,67,30,25,57,63,26,33,31,26,39,51,68,67,54,54,53,64,65,67,72,25,57,60,23,30,50,55,55,62,67,7,13,10,12,8,0,700000
I. Hernández,ST,61,71,2000,21,2023,Mexico,Right,3,2,1400000,68,60,50,56,28,65,37,62,64,66,50,55,48,42,34,58,67,68,59,57,59,61,68,69,73,55,37,15,58,48,66,52,21,29,33,8,7,6,9,12,0,750000
V. Moragrega,ST,61,69,3000,22,2023,Mexico,Right,3,2,1400000,57,64,45,61,24,54,33,66,67,53,51,65,44,39,37,59,53,61,57,55,51,63,65,52,64,64,31,19,54,49,70,51,20,19,21,9,13,11,6,6,0,750000
F. Paradela,CM,61,67,2000,22,2024,Argentina,Right,3,2,866000,64,53,60,65,47,51,47,56,44,67,49,66,51,42,69,69,61,66,57,59,65,58,54,45,56,40,43,46,55,60,50,62,45,50,49,7,9,14,14,11,0,525000
Y. Çeltik,"CM, CAM",61,76,800,18,2026,Turkey,Left,3,2,1600000,69,48,58,65,49,48,43,45,41,65,42,62,45,48,64,65,71,68,72,63,81,60,55,58,39,43,58,52,54,62,51,60,46,53,43,14,14,5,10,14,0,750000
Anderson,"RM, LM",61,70,1000,22,2022,Brazil,Right,3,3,1300000,69,52,57,60,26,46,61,59,42,59,42,62,36,33,56,60,70,69,58,46,70,52,45,47,52,35,28,22,60,59,52,41,21,27,25,9,9,7,13,11,0,725000
G. Ratcliffe,GK,61,74,3000,20,2022,Wales,Right,2,1,1800000,50,50,50,50,50,50,11,8,11,26,8,14,14,13,25,16,35,34,47,48,39,44,62,27,48,9,41,8,7,41,17,46,13,11,14,63,60,58,63,61,35,700000
M. Altıntaş,"LW, RW",61,75,2000,19,2024,Turkey,Right,3,3,2000000,73,61,51,65,28,45,57,59,38,57,52,67,47,42,39,64,71,74,74,48,70,64,47,55,45,66,32,22,59,45,55,53,24,32,34,5,14,6,15,5,0,775000
P. Pérez,"LM, CM",61,68,7000,23,2025,Mexico,Right,3,2,1200000,71,54,59,62,49,53,52,54,45,66,42,61,54,42,62,59,72,70,78,49,85,59,62,67,42,53,62,53,55,55,56,48,48,48,49,5,9,15,6,11,0,650000
Luís Mota,ST,61,71,500,17,2023,Portugal,Right,2,2,1600000,55,66,44,56,26,53,40,69,67,47,46,54,43,40,41,60,55,55,53,53,60,70,63,54,58,60,37,25,59,48,72,47,19,23,21,8,13,14,13,8,0,675000
N. Bitumazala,"RB, CDM",61,77,3000,18,2023,France,Right,3,3,2000000,67,42,55,63,59,56,47,39,53,64,38,62,52,41,60,65,68,67,64,54,71,53,57,49,55,36,68,60,41,49,45,53,57,63,59,7,14,14,11,11,0,800000
J. Rak-Sakyi,RW,61,77,4000,18,2023,England,Left,3,3,2100000,69,61,57,64,24,46,60,61,42,58,56,64,63,58,48,63,72,67,74,48,71,62,44,47,48,61,39,21,57,58,61,54,22,22,21,13,9,5,12,14,0,825000
E. Cabezas,GK,61,68,500,20,2023,Colombia,Right,2,1,853000,50,50,50,50,50,50,17,7,13,23,10,7,12,15,23,16,30,18,37,55,42,44,62,44,55,9,20,15,7,30,16,28,7,15,15,62,61,58,59,61,25,550000
S. Saatçı,CB,61,77,2000,18,2023,Turkey,Right,2,2,2000000,62,29,38,44,62,67,36,22,55,48,30,40,28,27,34,45,64,60,49,54,50,42,70,60,73,28,62,59,28,31,43,45,60,67,65,14,8,13,8,8,0,775000
D. Brekalo,CB,61,69,850,22,2024,Slovenia,Right,3,2,1000000,66,26,40,47,59,71,25,22,63,54,28,44,25,30,45,50,63,68,47,50,49,34,76,61,79,22,64,56,21,33,39,45,57,60,62,9,10,11,14,14,0,700000
K. Skjærstein,GK,61,65,750,25,2024,Norway,Left,2,1,464000,50,50,50,50,50,50,13,7,13,28,6,9,14,14,26,16,26,30,25,51,28,44,50,31,66,6,21,12,4,43,18,30,8,10,14,60,60,58,60,63,28,350000
Recasens,CB,61,81,1000,19,2022,Spain,Right,3,2,2700000,61,28,50,54,62,63,35,20,60,63,30,50,35,20,55,56,63,60,60,60,65,40,66,63,63,30,60,61,40,52,30,50,63,62,60,14,13,12,13,10,0,875000
W. Goodwin,ST,61,75,3000,19,2022,England,Right,3,2,0,67,59,44,58,28,73,30,59,61,54,56,56,54,41,22,62,64,69,61,58,53,63,71,65,79,54,66,24,61,53,58,58,22,25,25,8,7,6,13,12,0,775000
César,CDM,61,71,950,20,2022,Spain,Right,3,2,1200000,61,46,60,59,60,55,54,42,58,65,37,58,45,45,64,61,58,63,55,57,68,50,65,52,54,52,60,58,42,60,51,56,57,64,62,9,5,6,11,6,0,675000
Iván Serrano,LB,61,73,950,20,2022,Spain,Left,3,3,1300000,81,35,49,57,55,67,55,33,53,52,30,55,54,50,51,54,80,81,67,51,74,35,67,70,68,37,60,55,48,37,42,57,51,58,60,7,7,14,14,15,0,750000
N. Palavecino,"LM, CAM",61,76,800,18,2023,Argentina,Left,3,3,1600000,61,63,61,61,46,53,59,64,49,63,56,62,59,45,62,63,62,61,64,47,56,65,47,53,59,61,39,29,58,62,57,52,38,59,57,6,12,12,14,12,0,750000
Pablo Ibáñez,"CM, CB",61,71,4000,22,2022,Spain,Right,3,3,1700000,59,47,59,58,58,58,49,45,53,69,34,51,51,58,67,66,57,61,59,60,67,53,57,69,54,44,53,56,59,50,51,52,52,66,58,12,13,9,10,11,0,725000
E. Poku,"RW, ST",61,82,500,17,2023,Netherlands,Right,4,3,2500000,90,51,49,66,28,39,52,53,37,50,46,65,52,42,43,64,91,90,85,46,81,52,47,46,38,46,32,21,51,51,50,48,24,35,27,8,10,11,12,8,0,1000000
A. Martha,RW,61,77,600,17,2024,Netherlands,Left,2,3,1700000,80,55,56,64,30,41,57,62,38,59,51,69,53,44,51,63,82,78,53,42,69,54,42,42,45,41,31,23,56,55,61,56,31,32,29,14,8,12,9,11,0,825000
Diego López,"ST, LM",61,77,3000,19,2024,Spain,Right,4,2,2300000,70,61,52,61,34,51,49,66,56,58,49,60,50,52,44,61,70,70,65,61,70,58,56,60,54,57,33,30,64,49,60,49,34,30,30,14,15,13,14,12,0,850000
T. Lake,"ST, LM, RM",61,71,2000,20,2022,Netherlands,Right,3,2,1200000,74,60,48,62,23,61,42,59,52,54,46,60,43,33,35,59,72,75,69,62,77,68,58,52,78,58,28,15,60,56,58,62,24,19,22,5,5,14,12,10,0,725000
A. van Lare,GK,61,79,500,18,2022,Netherlands,Right,3,1,1500000,50,50,50,50,50,50,11,6,14,23,6,5,11,14,28,14,23,26,39,33,21,50,35,17,44,8,20,7,8,63,18,22,9,12,14,64,62,66,62,63,24,725000
Pablo Felipe,ST,61,81,500,17,2024,Brazil,Right,3,2,2800000,69,64,44,57,24,52,42,70,65,51,63,54,40,32,41,56,71,67,68,58,66,57,61,51,56,58,39,27,61,42,59,51,18,18,17,14,10,6,7,12,0,900000
Daniel Penha,CAM,61,68,550,22,2022,Brazil,Left,3,2,979000,67,47,62,66,33,52,51,51,38,67,37,66,54,72,62,67,68,66,70,51,75,42,50,60,49,39,48,28,46,62,68,56,30,36,34,6,8,7,12,12,0,675000
J. McAtee,CAM,61,77,6000,18,2023,England,Right,3,2,2000000,63,59,58,66,40,53,51,60,42,63,53,69,63,53,61,69,56,68,54,59,53,62,55,42,62,59,43,27,52,55,58,65,44,42,43,12,6,6,10,11,0,825000
B. Meïté,"CB, CDM",61,70,2000,20,2025,Côte d'Ivoire,Right,3,2,1500000,63,30,35,38,64,61,32,22,63,39,28,28,35,28,33,45,59,67,42,54,58,50,68,64,63,26,52,57,30,33,40,43,58,73,68,9,8,14,14,9,0,675000
R. Meerveld,"CAM, CM",61,77,600,18,2025,Netherlands,Right,3,3,1700000,66,52,57,68,37,50,51,53,42,62,46,71,60,46,55,70,64,68,56,53,69,61,52,45,53,40,46,26,55,59,55,66,44,33,41,7,12,9,6,5,0,825000
Joel Jiménez,GK,61,71,900,21,2022,Spain,Right,2,1,1200000,50,50,50,50,50,50,14,7,14,27,8,11,13,14,27,14,23,24,66,61,44,41,68,28,69,6,37,9,5,40,13,27,8,11,12,58,60,55,59,64,23,650000
D. Prosser,"RW, ST",61,61,3000,27,2023,Hungary,Left,3,2,438000,75,59,52,61,28,56,53,61,54,58,50,60,41,40,46,61,77,74,70,55,76,62,67,62,58,55,43,26,58,53,58,50,25,25,23,13,9,7,9,8,0,350000
M. Soulas,CB,61,69,2000,22,2025,France,Right,2,2,1000000,63,35,49,50,59,64,51,32,60,59,29,49,32,29,54,54,59,66,49,57,39,43,69,53,71,36,60,58,41,37,30,49,58,61,59,9,11,8,14,6,0,700000
J. Tello,LB,61,71,500,19,2022,Colombia,Left,3,2,1000000,75,48,54,55,56,59,59,44,57,55,52,54,55,45,50,55,75,75,60,55,62,55,65,68,55,45,55,55,50,52,58,44,55,58,55,9,13,6,7,6,0,675000
P. Galindo,"LB, LM",61,65,500,23,2022,Bolivia,Left,3,3,946000,70,57,57,60,56,59,60,58,50,60,45,60,45,50,55,58,70,70,65,58,65,60,60,68,55,55,55,55,58,53,61,55,60,55,55,9,14,13,12,13,0,425000
D. Agudelo,GK,61,64,500,24,2022,Colombia,Right,3,1,499000,50,50,50,50,50,50,15,8,14,30,11,12,12,13,28,15,33,35,38,55,40,43,50,15,60,9,28,12,9,25,14,30,9,16,15,60,65,57,55,61,34,350000
L. Mosquera,"LB, RB",61,70,500,20,2022,Venezuela,Right,4,3,1600000,70,49,49,57,56,58,61,48,48,50,40,58,42,48,44,55,67,72,57,58,61,45,55,68,55,55,55,55,58,40,55,55,52,62,61,13,10,14,14,9,0,675000
L. Gechter,CB,61,79,500,17,2022,Germany,Right,4,2,1800000,61,33,38,39,64,64,40,26,60,40,37,32,30,35,40,40,59,63,47,55,55,50,70,69,66,28,50,62,28,33,50,52,59,71,65,14,6,8,6,11,0,775000
A. Castillo,ST,61,71,500,20,2022,Venezuela,Right,3,3,1700000,65,63,57,58,43,56,55,65,67,60,58,61,55,46,58,52,65,65,61,51,76,64,58,61,61,61,35,46,58,56,62,55,44,35,33,5,12,10,8,12,0,725000
G. Halford,"CDM, CB",60,60,500,36,2021,England,Right,3,2,78000,45,54,58,53,60,66,60,49,62,60,54,54,58,60,58,59,45,45,31,57,33,62,29,48,79,55,63,60,57,52,61,61,59,61,59,12,16,11,14,14,0,50000
D. Gerken,GK,60,60,1000,36,2022,England,Right,3,1,44000,50,50,50,50,50,50,13,16,17,30,17,16,16,20,31,22,39,42,57,60,60,42,62,40,70,15,30,21,11,45,16,44,8,13,12,60,57,56,61,60,40,25000
D. Murphy,ST,60,60,500,38,2021,Republic of Ireland,Left,3,2,124000,35,62,56,52,31,67,60,60,68,55,60,50,63,52,50,62,34,35,28,59,32,65,66,31,84,60,70,37,66,58,66,63,24,24,22,8,15,6,14,11,0,80000
S. Flinders,GK,60,60,900,35,2022,England,Right,2,1,44000,50,50,50,50,50,50,13,16,14,27,14,11,16,11,32,18,39,29,42,60,45,38,65,36,68,16,28,15,11,48,23,50,13,13,15,59,60,50,55,62,35,25000
Liu Jian,CB,60,60,2000,36,2021,China PR,Right,4,2,70000,49,55,56,55,60,66,56,51,59,56,52,55,63,57,57,53,57,42,55,58,64,66,63,65,66,58,69,62,50,55,46,56,60,58,58,8,16,7,14,14,0,45000
M. Sadler,CB,60,60,2000,36,2022,England,Left,3,2,79000,49,39,49,50,60,67,49,35,60,51,32,47,45,47,50,49,51,48,51,58,64,46,80,58,72,42,62,59,46,45,42,56,60,60,59,11,13,7,12,8,0,45000
J. Taylor,CM,60,60,2000,34,2023,England,Right,2,2,193000,40,51,57,57,59,76,51,46,54,62,46,54,44,43,60,58,46,35,54,59,68,58,73,80,74,52,76,59,56,58,54,63,60,62,56,7,13,8,7,12,0,110000
C. McCann,"CM, LB",60,60,700,33,2021,Republic of Ireland,Left,3,3,233000,43,57,63,61,60,66,65,54,63,64,51,60,66,60,62,63,48,39,60,59,56,68,49,48,73,57,76,58,53,62,59,66,59,60,62,14,8,16,12,7,0,150000
A. Wordsworth,CM,60,60,550,32,2021,England,Left,4,2,295000,55,57,62,57,47,61,60,55,57,64,58,56,62,64,61,59,51,58,57,57,54,61,47,68,65,58,45,48,58,63,61,64,42,48,45,8,9,16,7,16,0,190000
D. Lyness,GK,60,60,1000,29,2023,England,Right,2,1,298000,50,50,50,50,50,50,15,13,12,24,14,13,14,12,23,23,54,53,48,56,49,42,46,29,58,15,38,12,13,34,22,51,18,13,14,60,60,56,58,62,54,170000
R. Lainton,GK,60,60,500,31,2023,England,Right,2,1,280000,50,50,50,50,50,50,15,14,12,25,12,12,11,12,16,22,55,54,53,57,46,41,35,33,63,14,44,14,13,41,11,24,17,13,15,61,59,55,59,60,55,130000
I. Bermingham,"LB, CB",60,60,600,32,2021,Republic of Ireland,Left,2,3,264000,56,50,55,56,57,66,58,50,58,57,53,56,56,29,55,54,58,55,63,57,58,55,76,70,61,45,73,57,56,57,41,57,56,57,56,11,15,8,16,10,0,170000
J. Hyde,ST,60,60,500,31,2023,England,Right,3,2,452000,64,59,50,59,27,70,46,60,60,55,51,57,44,48,44,59,63,65,68,58,64,59,75,71,74,56,57,20,61,54,60,59,27,22,18,9,14,6,14,6,0,210000
Cho Soo Hyuk,GK,60,60,1000,34,2021,Korea Republic,Right,3,1,52000,50,50,50,50,50,50,12,14,15,12,13,13,18,14,13,15,31,37,69,57,45,45,57,21,65,11,18,12,13,54,20,61,28,14,15,60,61,60,60,58,33,40000
S. Ando,GK,60,60,2000,30,2022,Japan,Right,3,1,208000,50,50,50,50,50,50,20,11,12,22,12,9,21,22,12,19,45,39,60,62,54,39,68,32,68,19,20,12,6,13,12,15,8,17,16,59,53,52,65,60,43,160000
A. Al Mazaidi,GK,60,60,1000,35,2022,Saudi Arabia,Right,3,1,41000,50,50,50,50,50,50,17,18,13,12,17,16,17,15,14,16,39,37,42,51,45,47,26,39,59,12,38,22,12,59,12,33,19,16,14,58,62,62,59,61,38,25000
Hou Sen,GK,60,60,2000,32,2023,China PR,Right,1,1,186000,50,50,50,50,50,50,20,12,24,26,15,28,25,24,42,33,37,51,58,60,56,42,65,25,57,12,29,25,14,47,15,49,16,12,13,58,53,56,62,62,43,120000
F. Rossi,GK,60,60,5000,30,2022,Italy,Right,2,1,272000,50,50,50,50,50,50,19,11,14,17,16,21,22,22,12,19,22,21,55,48,40,47,55,22,25,12,14,27,11,22,14,42,20,17,16,62,60,62,58,60,22,160000
Park Gi Dong,"ST, RW",60,60,2000,32,2021,Korea Republic,Right,5,2,250000,53,59,52,54,29,68,40,59,66,60,56,54,57,55,44,59,51,55,38,58,49,61,52,65,74,55,63,36,62,55,62,60,21,23,22,14,7,13,8,8,0,200000
K. Ntlhe,CB,60,60,2000,27,2022,South Africa,Left,3,2,403000,75,41,52,60,58,66,58,37,57,56,33,56,42,35,51,58,74,75,80,58,72,50,91,70,64,39,61,57,50,46,39,53,57,59,58,9,7,16,12,15,0,230000
L. García,ST,60,60,3000,28,2025,Mexico,Right,3,2,425000,75,61,55,65,35,51,38,62,45,64,51,64,54,50,62,60,74,75,81,60,82,62,65,69,46,59,35,33,62,51,55,53,38,32,33,8,14,9,8,7,0,250000
K. Buckley,CDM,60,60,600,29,2021,Republic of Ireland,Right,3,2,326000,51,57,57,58,58,67,57,56,55,57,52,57,55,53,56,57,56,46,60,54,66,59,82,78,58,57,73,59,57,58,57,56,56,61,56,7,8,10,8,9,0,210000
B. McNamee,"CAM, LM, CM",60,60,500,29,2021,Republic of Ireland,Left,4,3,372000,63,54,60,62,52,63,57,53,44,62,48,59,59,58,55,60,67,60,73,59,73,54,36,75,61,55,60,56,56,63,59,62,52,55,42,7,11,7,12,14,0,240000
N. Byrne,CB,60,61,2000,28,2023,Republic of Ireland,Right,2,2,420000,60,26,38,46,60,70,26,22,61,47,25,42,31,26,45,45,61,59,52,56,56,35,61,66,74,23,65,58,28,32,40,54,60,61,58,10,7,13,8,11,0,230000
J. Reid,ST,60,61,2000,26,2023,Northern Ireland,Right,4,3,548000,76,59,49,59,21,68,38,58,54,50,52,58,56,52,47,57,75,76,71,56,58,64,65,75,70,59,55,12,60,55,60,56,18,20,13,12,11,7,7,13,0,300000
J. Furlan,GK,60,63,6000,28,2022,Italy,Right,2,1,431000,50,50,50,50,50,50,19,14,17,27,13,17,16,13,26,24,45,44,33,57,59,41,57,37,52,15,18,22,16,11,25,49,15,13,17,59,57,55,59,61,45,230000
R. Gaffney,ST,60,60,800,31,2021,Republic of Ireland,Right,4,2,326000,54,60,53,54,38,64,54,62,62,56,55,51,50,48,47,58,53,55,48,61,54,61,67,61,70,56,51,34,62,55,57,54,35,37,36,6,10,10,10,15,0,210000
A. Oggesen,CM,60,61,2000,27,2024,Denmark,Right,3,2,364000,77,50,58,67,40,60,58,48,36,63,61,65,43,45,56,65,78,76,80,64,81,47,84,71,54,53,56,42,57,60,46,53,37,45,37,11,15,11,14,14,0,275000
K. Thomas,"ST, LW",60,65,500,25,2022,England,Left,3,3,834000,72,58,48,57,36,68,42,61,64,53,53,56,47,41,40,58,69,75,58,56,61,59,85,64,72,54,61,32,58,51,55,53,36,32,29,8,14,8,10,12,0,375000
H. Panayiotou,ST,60,61,1000,26,2023,Saint Kitts and Nevis,Right,3,2,548000,78,57,47,60,29,64,41,58,57,53,49,57,43,42,32,59,76,79,74,57,69,57,71,50,73,53,56,23,59,56,60,58,33,25,17,7,15,14,12,6,0,300000
H. Shaian,GK,60,60,4000,32,2023,Saudi Arabia,Right,2,1,204000,50,50,50,50,50,50,20,11,15,21,13,11,15,15,17,20,48,48,38,58,40,41,40,36,65,19,18,17,10,42,22,59,17,15,15,61,57,55,58,63,48,120000
H. Al Shuwaysh,"CB, LB",60,60,3000,32,2023,Saudi Arabia,Left,3,2,264000,34,24,45,51,58,76,48,18,60,55,28,47,30,28,42,53,36,33,58,55,50,34,80,73,82,24,64,55,28,34,33,50,57,60,57,13,7,11,14,6,0,160000
J. Al Zoaed,"CAM, LM",60,60,2000,32,2022,Saudi Arabia,Left,3,3,330000,67,54,58,61,31,64,53,55,38,62,38,57,63,66,50,62,68,67,78,55,65,54,58,65,63,53,68,35,61,57,56,53,31,27,23,7,12,10,12,15,0,200000
J. Phojo,RB,60,60,3000,28,2022,France,Right,3,2,440000,63,37,57,58,59,51,67,37,48,68,33,56,32,31,60,60,62,63,64,52,71,34,69,31,57,33,58,57,55,40,42,52,63,61,59,16,12,7,15,11,0,220000
A. Majrashi,RB,60,60,3000,29,2023,Saudi Arabia,Right,3,2,363000,77,30,48,58,56,58,56,24,47,54,25,53,29,34,51,55,80,75,82,53,79,44,77,53,57,24,60,57,44,37,36,48,55,59,60,8,13,12,16,12,0,220000
A. Al Zubaidi,RB,60,60,3000,28,2022,Saudi Arabia,Right,3,2,363000,71,49,55,55,54,74,61,51,46,60,49,53,47,37,59,55,67,74,64,55,71,54,83,61,81,41,70,51,41,43,51,45,50,60,61,12,8,10,14,16,0,220000
A. Al Saleh,GK,60,60,3000,31,2022,Saudi Arabia,Right,2,1,215000,50,50,50,50,50,50,16,14,13,27,18,15,13,19,25,17,48,48,32,59,57,46,54,35,60,19,24,23,16,29,22,46,15,17,14,61,57,61,60,59,48,130000
Ma Sang Hoon,CB,60,60,950,29,2021,Korea Republic,Right,2,2,263000,54,31,34,38,61,71,27,27,57,41,25,32,31,29,31,32,55,54,59,55,59,43,75,62,81,26,57,58,34,31,32,45,63,63,57,8,7,12,14,7,0,210000
D. Sweeney,"CM, CB",60,61,3000,27,2022,England,Right,2,2,502000,57,51,59,58,58,71,53,48,52,64,47,59,55,52,62,62,57,57,46,58,55,58,62,66,80,52,57,58,57,59,52,61,59,59,58,16,9,7,9,12,0,275000
S. McGuinness,GK,60,65,500,26,2021,Republic of Ireland,Right,2,1,447000,50,50,50,50,50,50,19,13,18,31,17,19,19,13,34,23,53,49,34,56,56,44,55,42,44,15,29,16,13,51,14,47,18,19,13,61,60,58,58,60,51,275000
A. Jagiełło,"LM, RM",60,61,850,26,2022,Poland,Left,3,3,428000,77,55,58,64,37,35,60,58,33,60,45,60,60,52,56,61,80,74,90,52,91,60,87,33,31,46,32,40,57,54,56,60,33,40,33,12,7,9,9,13,0,300000
M. Willock,CM,60,65,3000,24,2022,Montserrat,Right,3,3,684000,71,55,57,65,52,66,46,54,45,63,50,64,48,34,60,62,72,71,73,55,78,60,53,61,75,55,54,52,57,61,52,65,53,54,52,11,9,13,11,15,0,375000
D. Murnane,LB,60,62,550,26,2022,Australia,Left,3,2,364000,70,54,57,60,53,55,59,50,53,57,31,55,60,64,52,65,70,70,62,56,65,63,70,63,54,58,45,51,56,54,61,63,48,58,53,12,11,8,10,11,0,275000
S. Céspedes,"LM, RM",60,60,700,29,2021,Chile,Right,3,2,324000,68,51,53,63,25,53,52,49,43,52,52,60,57,30,54,62,65,70,72,61,80,54,61,59,57,49,31,11,62,60,51,55,42,14,12,8,9,16,10,11,0,240000
F. Vázquez,CM,60,61,2000,27,2022,Argentina,Right,3,2,419000,57,46,55,61,60,71,47,39,56,61,34,61,54,43,59,64,61,53,69,57,51,55,57,82,71,53,63,60,56,55,44,40,60,62,60,15,15,12,9,14,0,275000
D. Orellana,"CM, CDM, RB",60,60,850,28,2021,Chile,Right,3,2,338000,68,49,60,61,57,65,60,44,45,62,38,60,59,38,62,62,68,68,68,46,81,56,60,74,58,57,72,55,53,60,49,53,59,61,55,10,8,10,14,11,0,250000
E. Dieseruvwe,ST,60,63,2000,26,2022,England,Right,3,2,593000,67,58,46,53,27,72,39,59,61,54,50,54,43,36,40,57,63,70,42,59,33,60,34,53,89,53,64,20,60,47,58,55,22,25,24,15,8,8,6,12,0,325000
A. Chapman,GK,60,60,1000,31,2022,England,Right,1,1,228000,50,50,50,50,50,50,13,11,13,18,8,12,13,14,16,17,31,32,30,52,52,42,58,38,61,9,28,13,10,39,23,46,21,12,13,62,58,56,59,61,31,130000
D. Whitehead,CM,60,60,2000,27,2022,England,Right,3,2,438000,67,58,59,62,52,63,55,55,48,61,58,60,59,44,60,60,66,67,75,58,76,64,78,75,61,60,50,53,58,61,51,60,54,53,49,6,10,15,10,8,0,250000
C. Nica,RB,60,60,1000,28,2022,Romania,Right,3,2,297000,63,37,53,55,58,65,57,25,64,58,24,46,47,53,56,60,62,63,68,55,71,62,64,61,62,40,76,55,44,41,35,54,55,60,58,10,9,15,10,7,0,220000
S. Griffin,"LB, LWB",60,60,600,26,2021,Republic of Ireland,Left,2,3,372000,63,40,56,55,56,62,57,32,56,55,43,52,63,49,56,53,62,64,66,53,61,48,68,70,60,44,54,58,57,58,42,61,54,58,55,10,14,9,10,11,0,240000
S. Bonecki,"CM, CDM, CAM",60,63,2000,26,2022,Poland,Right,3,2,463000,62,53,55,60,60,63,49,48,55,63,35,57,35,37,60,62,63,61,63,55,68,62,61,71,58,64,64,62,53,54,41,62,62,58,63,9,9,9,9,7,0,325000
L. Wedl,GK,60,66,2000,25,2026,Austria,Right,2,1,495000,50,50,50,50,50,50,20,9,14,37,10,14,15,20,30,30,46,44,30,64,55,41,52,20,65,6,26,24,8,20,30,39,9,13,14,58,55,54,58,62,45,300000
A. Al Shammari,"CB, LB",60,61,3000,27,2022,Saudi Arabia,Left,3,2,431000,54,38,48,52,60,67,51,33,60,55,34,49,40,38,43,52,51,56,60,58,53,48,67,65,70,41,61,59,39,40,33,51,59,61,58,10,14,14,9,11,0,250000
